timestamp,tx_id,active_power_mw,current_amps
2024-01-01 00:00:00+00:00,weybridge_11kv_t1,,221.19
2024-01-01 00:00:00+00:00,weybridge_11kv_t2,,202.7
2024-01-01 00:30:00+00:00,weybridge_11kv_t2,,198.38
2024-01-01 00:30:00+00:00,weybridge_11kv_t1,,218.13
2024-01-01 01:00:00+00:00,weybridge_11kv_t1,,215.08
2024-01-01 01:00:00+00:00,weybridge_11kv_t2,,194.07
2024-01-01 01:30:00+00:00,weybridge_11kv_t1,,204.82
2024-01-01 01:30:00+00:00,weybridge_11kv_t2,,189.76
2024-01-01 02:00:00+00:00,weybridge_11kv_t1,,192.23
2024-01-01 02:00:00+00:00,weybridge_11kv_t2,,185.44
2024-01-01 02:30:00+00:00,weybridge_11kv_t1,,188.03
2024-01-01 02:30:00+00:00,weybridge_11kv_t2,,181.13
2024-01-01 03:00:00+00:00,weybridge_11kv_t1,,184.06
2024-01-01 03:00:00+00:00,weybridge_11kv_t2,,176.82
2024-01-01 03:30:00+00:00,weybridge_11kv_t1,,184.55
2024-01-01 03:30:00+00:00,weybridge_11kv_t2,,173.6
2024-01-01 04:00:00+00:00,weybridge_11kv_t1,,186.76
2024-01-01 04:00:00+00:00,weybridge_11kv_t2,,176.38
2024-01-01 04:30:00+00:00,weybridge_11kv_t1,,188.96
2024-01-01 04:30:00+00:00,weybridge_11kv_t2,,180.07
2024-01-01 05:00:00+00:00,weybridge_11kv_t1,,191.17
2024-01-01 05:00:00+00:00,weybridge_11kv_t2,,183.76
2024-01-01 05:30:00+00:00,weybridge_11kv_t2,,187.46
2024-01-01 05:30:00+00:00,weybridge_11kv_t1,,193.38
2024-01-01 06:00:00+00:00,weybridge_11kv_t1,,201.57
2024-01-01 06:00:00+00:00,weybridge_11kv_t2,,191.15
2024-01-01 06:30:00+00:00,weybridge_11kv_t2,,194.84
2024-01-01 06:30:00+00:00,weybridge_11kv_t1,,198.43
2024-01-01 07:00:00+00:00,weybridge_11kv_t1,,199.06
2024-01-01 07:00:00+00:00,weybridge_11kv_t2,,198.54
2024-01-01 07:30:00+00:00,weybridge_11kv_t1,,205.77
2024-01-01 07:30:00+00:00,weybridge_11kv_t2,,202.23
2024-01-01 08:00:00+00:00,weybridge_11kv_t1,,212.49
2024-01-01 08:00:00+00:00,weybridge_11kv_t2,,205.92
2024-01-01 08:30:00+00:00,weybridge_11kv_t2,,203.17
2024-01-01 08:30:00+00:00,weybridge_11kv_t1,,219.21
2024-01-01 09:00:00+00:00,weybridge_11kv_t1,,225.92
2024-01-01 09:00:00+00:00,weybridge_11kv_t2,,209.71
2024-01-01 09:30:00+00:00,weybridge_11kv_t1,,232.64
2024-01-01 09:30:00+00:00,weybridge_11kv_t2,,223.47
2024-01-01 10:00:00+00:00,weybridge_11kv_t1,,239.36
2024-01-01 10:00:00+00:00,weybridge_11kv_t2,,226.28
2024-01-01 10:30:00+00:00,weybridge_11kv_t2,,231.26
2024-01-01 10:30:00+00:00,weybridge_11kv_t1,,238.18
2024-01-01 11:00:00+00:00,weybridge_11kv_t1,,243.14
2024-01-01 11:00:00+00:00,weybridge_11kv_t2,,240.5
2024-01-01 11:30:00+00:00,weybridge_11kv_t2,,249.74
2024-01-01 11:30:00+00:00,weybridge_11kv_t1,,254.39
2024-01-01 12:00:00+00:00,weybridge_11kv_t1,,263.08
2024-01-01 12:00:00+00:00,weybridge_11kv_t2,,258.98
2024-01-01 12:30:00+00:00,weybridge_11kv_t2,,266.99
2024-01-01 12:30:00+00:00,weybridge_11kv_t1,,275.86
2024-01-01 13:00:00+00:00,weybridge_11kv_t1,,272.09
2024-01-01 13:00:00+00:00,weybridge_11kv_t2,,262.58
2024-01-01 13:30:00+00:00,weybridge_11kv_t1,,274.32
2024-01-01 13:30:00+00:00,weybridge_11kv_t2,,264.05
2024-01-01 14:00:00+00:00,weybridge_11kv_t1,,278.5
2024-01-01 14:00:00+00:00,weybridge_11kv_t2,,274.09
2024-01-01 14:30:00+00:00,weybridge_11kv_t2,,279.46
2024-01-01 14:30:00+00:00,weybridge_11kv_t1,,282.69
2024-01-01 15:00:00+00:00,weybridge_11kv_t2,,284.84
2024-01-01 15:00:00+00:00,weybridge_11kv_t1,,286.87
2024-01-01 15:30:00+00:00,weybridge_11kv_t2,,290.22
2024-01-01 15:30:00+00:00,weybridge_11kv_t1,,291.06
2024-01-01 16:00:00+00:00,weybridge_11kv_t1,,302.91
2024-01-01 16:00:00+00:00,weybridge_11kv_t2,,296.4
2024-01-01 16:30:00+00:00,weybridge_11kv_t1,,318.54
2024-01-01 16:30:00+00:00,weybridge_11kv_t2,,306.71
2024-01-01 17:00:00+00:00,weybridge_11kv_t2,,317.21
2024-01-01 17:00:00+00:00,weybridge_11kv_t1,,315.65
2024-01-01 17:30:00+00:00,weybridge_11kv_t1,,311.09
2024-01-01 17:30:00+00:00,weybridge_11kv_t2,,314.41
2024-01-01 18:00:00+00:00,weybridge_11kv_t2,,305.17
2024-01-01 18:00:00+00:00,weybridge_11kv_t1,,306.53
2024-01-01 18:30:00+00:00,weybridge_11kv_t2,,295.93
2024-01-01 18:30:00+00:00,weybridge_11kv_t1,,301.97
2024-01-01 19:00:00+00:00,weybridge_11kv_t2,,286.69
2024-01-01 19:00:00+00:00,weybridge_11kv_t1,,297.4
2024-01-01 19:30:00+00:00,weybridge_11kv_t1,,288.82
2024-01-01 19:30:00+00:00,weybridge_11kv_t2,,277.45
2024-01-01 20:00:00+00:00,weybridge_11kv_t2,,268.21
2024-01-01 20:00:00+00:00,weybridge_11kv_t1,,277.0
2024-01-01 20:30:00+00:00,weybridge_11kv_t2,,258.97
2024-01-01 20:30:00+00:00,weybridge_11kv_t1,,265.19
2024-01-01 21:00:00+00:00,weybridge_11kv_t1,,253.37
2024-01-01 21:00:00+00:00,weybridge_11kv_t2,,249.6
2024-01-01 21:30:00+00:00,weybridge_11kv_t1,,241.55
2024-01-01 21:30:00+00:00,weybridge_11kv_t2,,238.83
2024-01-01 22:00:00+00:00,weybridge_11kv_t1,,229.73
2024-01-01 22:00:00+00:00,weybridge_11kv_t2,,227.67
2024-01-01 22:30:00+00:00,weybridge_11kv_t2,,216.51
2024-01-01 22:30:00+00:00,weybridge_11kv_t1,,217.92
2024-01-01 23:00:00+00:00,weybridge_11kv_t1,,209.31
2024-01-01 23:00:00+00:00,weybridge_11kv_t2,,205.35
2024-01-01 23:30:00+00:00,weybridge_11kv_t1,,205.55
2024-01-01 23:30:00+00:00,weybridge_11kv_t2,,194.2
2024-01-02 00:00:00+00:00,weybridge_11kv_t1,,201.85
2024-01-02 00:00:00+00:00,weybridge_11kv_t2,,183.04
2024-01-02 00:30:00+00:00,weybridge_11kv_t1,,198.14
2024-01-02 00:30:00+00:00,weybridge_11kv_t2,,186.71
2024-01-02 01:00:00+00:00,weybridge_11kv_t1,,194.44
2024-01-02 01:00:00+00:00,weybridge_11kv_t2,,183.22
2024-01-02 01:30:00+00:00,weybridge_11kv_t2,,178.56
2024-01-02 01:30:00+00:00,weybridge_11kv_t1,,190.74
2024-01-02 02:00:00+00:00,weybridge_11kv_t1,,187.03
2024-01-02 02:00:00+00:00,weybridge_11kv_t2,,173.9
2024-01-02 02:30:00+00:00,weybridge_11kv_t1,,183.33
2024-01-02 02:30:00+00:00,weybridge_11kv_t2,,169.24
2024-01-02 03:00:00+00:00,weybridge_11kv_t1,,179.63
2024-01-02 03:00:00+00:00,weybridge_11kv_t2,,164.58
2024-01-02 03:30:00+00:00,weybridge_11kv_t1,,175.92
2024-01-02 03:30:00+00:00,weybridge_11kv_t2,,159.92
2024-01-02 04:00:00+00:00,weybridge_11kv_t2,,155.26
2024-01-02 04:00:00+00:00,weybridge_11kv_t1,,175.09
2024-01-02 04:30:00+00:00,weybridge_11kv_t1,,181.02
2024-01-02 04:30:00+00:00,weybridge_11kv_t2,,157.79
2024-01-02 05:00:00+00:00,weybridge_11kv_t2,,169.22
2024-01-02 05:00:00+00:00,weybridge_11kv_t1,,187.23
2024-01-02 05:30:00+00:00,weybridge_11kv_t1,,193.44
2024-01-02 05:30:00+00:00,weybridge_11kv_t2,,180.67
2024-01-02 06:00:00+00:00,weybridge_11kv_t1,,204.65
2024-01-02 06:00:00+00:00,weybridge_11kv_t2,,193.49
2024-01-02 06:30:00+00:00,weybridge_11kv_t2,,209.39
2024-01-02 06:30:00+00:00,weybridge_11kv_t1,,222.17
2024-01-02 07:00:00+00:00,weybridge_11kv_t2,,225.41
2024-01-02 07:00:00+00:00,weybridge_11kv_t1,,239.66
2024-01-02 07:30:00+00:00,weybridge_11kv_t1,,253.77
2024-01-02 07:30:00+00:00,weybridge_11kv_t2,,241.43
2024-01-02 08:00:00+00:00,weybridge_11kv_t2,,257.41
2024-01-02 08:00:00+00:00,weybridge_11kv_t1,,265.94
2024-01-02 08:30:00+00:00,weybridge_11kv_t1,,278.1
2024-01-02 08:30:00+00:00,weybridge_11kv_t2,,270.83
2024-01-02 09:00:00+00:00,weybridge_11kv_t1,,290.03
2024-01-02 09:00:00+00:00,weybridge_11kv_t2,,282.65
2024-01-02 09:30:00+00:00,weybridge_11kv_t2,,287.18
2024-01-02 09:30:00+00:00,weybridge_11kv_t1,,293.92
2024-01-02 10:00:00+00:00,weybridge_11kv_t1,,293.92
2024-01-02 10:00:00+00:00,weybridge_11kv_t2,,287.18
2024-01-02 10:30:00+00:00,weybridge_11kv_t1,,293.92
2024-01-02 10:30:00+00:00,weybridge_11kv_t2,,287.18
2024-01-02 11:00:00+00:00,weybridge_11kv_t1,,293.92
2024-01-02 11:00:00+00:00,weybridge_11kv_t2,,287.18
2024-01-02 11:30:00+00:00,weybridge_11kv_t1,,307.74
2024-01-02 11:30:00+00:00,weybridge_11kv_t2,,303.91
2024-01-02 12:00:00+00:00,weybridge_11kv_t1,,311.26
2024-01-02 12:00:00+00:00,weybridge_11kv_t2,,307.69
2024-01-02 12:30:00+00:00,weybridge_11kv_t2,,307.69
2024-01-02 12:30:00+00:00,weybridge_11kv_t1,,312.83
2024-01-02 13:00:00+00:00,weybridge_11kv_t1,,309.04
2024-01-02 13:00:00+00:00,weybridge_11kv_t2,,307.69
2024-01-02 13:30:00+00:00,weybridge_11kv_t1,,305.26
2024-01-02 14:00:00+00:00,weybridge_11kv_t1,,302.15
2024-01-02 14:00:00+00:00,weybridge_11kv_t2,,297.05
2024-01-02 14:30:00+00:00,weybridge_11kv_t1,,304.26
2024-01-02 14:30:00+00:00,weybridge_11kv_t2,,299.22
